stereo-stereo amba,Reventlowsgade 14, 3. tv1651 København V,København V,null,43717219,nicolai@podpeople.dk,4009489961,virksomhed,false,false,false,false,900300 Kunstnerisk skaben,,1651,null,true,2022-11-01,NORMAL,25688882,Andelsselskab (-forening) med begrænset ansvar,false
H. J. Schmidt Holding ApS,Energivej 34180 Sorø,Sorø,null,42297771,null,4008836196,virksomhed,false,false,false,false,582900 Anden udgivelse af software,,4180,null,false,2021-04-13,NORMAL,null,Anpartsselskab,false
Christopher Nordberg Holding ApS,C/O ChristophersenHolmegårdsvej 6A3100 Hornbæk,Hornbæk,C/O Christophersen,40133224,1907cc@gmail.com,4007913223,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,3100,null,true,2019-01-02,NORMAL,20784507,Anpartsselskab,false
Modana ApS,Rosenvej 34180 Sorø,Sorø,null,41298812,null,4008418897,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,4180,null,false,2020-04-16,NORMAL,null,Anpartsselskab,false
Maincode K/S,C/O Mark KragerupÅlholmvej 15, st. th2500 Valby,Valby,C/O Mark Kragerup,42511587,markido@live.dk,4008932321,virksomhed,false,false,false,false,620100 Computerprogrammering,,2500,null,true,2021-06-28,NORMAL,42334256,Kommanditselskab,false
Hoeyrup Holding ApS,A.F. Beyers Vej 17, st. 22720 Vanløse,Vanløse,null,44005891,null,4009644561,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2720,null,false,2023-04-21,NORMAL,null,Anpartsselskab,false
JBM HOLDING SILKEBORG ApS,Gøteborgvej 38600 Silkeborg,Silkeborg,null,31087996,null,4001681471,virksomhed,false,false,false,false,649900 Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.,,8600,null,false,2007-12-10,NORMAL,null,Anpartsselskab,false
NNV Entreprise ApS,Asminderødvej 92650 Hvidovre,Hvidovre,null,28691513,null,4000628709,virksomhed,false,false,false,false,711210 Rådgivende ingeniørvirksomhed inden for byggeri og anlægsarbejder,,2650,null,false,2005-04-15,NORMAL,null,Anpartsselskab,false
Jens Damkjær Holding ApS,N. Tørrings Vej 6Fraugde5220 Odense SØ,Odense SØ,null,41601981,info@jensmurerfyn.dk,4008543853,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,5220,null,true,2020-08-17,NORMAL,29822128,Anpartsselskab,false
Elværksvej Holding ApS,C/O Kristian Birk BuhlElværksvej 88464 Galten,Galten,C/O Kristian Birk Buhl,42662542,null,4008996910,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8464,null,false,2021-09-07,NORMAL,null,Anpartsselskab,false
TOTALPARTNER ApS,C/O Flemming JensenKærmark 42650 Hvidovre,Hvidovre,C/O Flemming Jensen,34480915,fj@regnskabogbogforing.dk,4001906579,virksomhed,false,false,false,false,749090 Andre liberale, videnskabelige og tekniske tjenesteydelser i.a.n.,,2650,null,false,2012-04-24,NORMAL,null,Anpartsselskab,false
DRM Auto Holding ApS,Fasanvænget 3Dalby4690 Haslev,Haslev,null,43320386,drmauto@live.dk,4009292511,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,4690,null,true,2022-06-13,NORMAL,null,Anpartsselskab,false
Poul Antonsen Holding ApS,C/O Poul AntonsenEgsmark Høje 168400 Ebeltoft,Ebeltoft,C/O Poul Antonsen,39868822,null,4007780773,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8400,null,true,2018-09-17,NORMAL,null,Anpartsselskab,false
Work Ejendomme ApS,C/O Janus WorkP. Vejsgaardsvænget 498550 Ryomgård,Ryomgård,C/O Janus Work,42655988,jnework@gmail.com,4008993905,virksomhed,false,false,false,false,681000 Køb og salg af egen fast ejendom,,8550,null,true,2021-09-03,NORMAL,null,Anpartsselskab,false
BB Ejendomme Aars ApS,Sdr Borremosevej 2Sjøstrup9600 Aars,Aars,null,40679707,null,4008154725,virksomhed,false,false,false,false,681000 Køb og salg af egen fast ejendom,,9600,null,true,2019-07-14,NORMAL,null,Anpartsselskab,false
SEATS ApS,C/O Thomas AaløseRo's Torv 1, 2.4000 Roskilde,Roskilde,C/O Thomas Aaløse,29631786,thomas@aalosemarketing.dk,3838736,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,4000,null,true,2006-06-29,NORMAL,23411411,Anpartsselskab,false
NIELS OTTOSEN HOLDING ApS,C/O Niels OttosenSkærbækvej 388600 Silkeborg,Silkeborg,C/O Niels Ottosen,32139973,null,4001749021,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8600,null,false,2009-04-15,NORMAL,null,Anpartsselskab,false
Christian K Pedersen Holding ApS,Allehelgensgade 13, 2. tv4000 Roskilde,Roskilde,null,43354698,Christian@kirkeskov.nu,4009309121,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,4000,null,true,2022-06-22,NORMAL,23919393,Anpartsselskab,false
Ville Holding ApS,Jydeholmen 22, st. tv2720 Vanløse,Vanløse,null,38743066,null,4006938090,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2720,null,false,2017-06-23,NORMAL,null,Anpartsselskab,false
Bondesen Holding ApS,Engsvinget 306740 Bramming,Bramming,null,42036838,null,4008719433,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,6740,null,true,2021-01-05,NORMAL,null,Anpartsselskab,false
SCHMEDES PAPIR ApS,C/O Hos Lægerne ApSLergravsvej 57, 2. tv2300 København S,København S,C/O Hos Lægerne ApS,13165572,ag@schmedespapir.com,4000863576,virksomhed,false,false,false,false,464920 Engroshandel med bøger, papir og papirvarer,,2300,null,true,1989-06-26,NORMAL,40354811,Anpartsselskab,false
JK Orange Invest ApS,Århusgade 62, 4. th2100 København Ø,København Ø,null,43220764,null,4009246952,virksomhed,false,false,false,false,702200 Virksomhedsrådgivning og anden rådgivning om driftsledelse,,2100,null,true,2022-04-27,NORMAL,null,Anpartsselskab,false
Dansk Flis Handel ApS,C/O Kirkebakkevej 15Merkurvej 2, st.4200 Slagelse,Slagelse,C/O Kirkebakkevej 15,39756285,dansk-skov-handel@hotmail.com,4007730845,virksomhed,false,false,false,false,467310 Engroshandel med træ, trælast og byggematerialer,,4200,null,true,2018-07-27,NORMAL,null,Anpartsselskab,false
MJR Holdings APS,Selma Lagerløfs Vej 66400 Sønderborg,Sønderborg,null,39345862,null,4007534184,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,6400,null,true,2018-02-04,NORMAL,null,Anpartsselskab,false
D. A. Invest ApS,Rådmandsløkken 4A, 1.6400 Sønderborg,Sønderborg,null,39316633,null,4007520300,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,6400,null,true,2018-02-02,NORMAL,null,Anpartsselskab,false
Konrad Ejendomme ApS,Vølundsvej 53400 Hillerød,Hillerød,null,41480327,konradejendomme@gmail.com,4008494656,virksomhed,false,false,false,false,682040 Udlejning af erhvervsejendomme,,3400,null,true,2020-07-01,NORMAL,22269127,Anpartsselskab,false
Detegn Holding ApS,Bakkegårdsvej 268240 Risskov,Risskov,null,37902454,info@detegn.dk,4006607896,virksomhed,false,false,false,false,464920 Engroshandel med bøger, papir og papirvarer,,8240,null,true,2016-08-01,NORMAL,87429742,Anpartsselskab,false
ZIKA ApS,Marsvænget 726710 Esbjerg V,Esbjerg V,null,34603693,null,4001922382,virksomhed,false,false,false,false,663000 Formueforvaltning,,6710,null,false,2012-06-29,NORMAL,null,Anpartsselskab,false
Gerth Holding ApS,Skodsborgvej 217ASøllerød2850 Nærum,Nærum,null,40277404,null,4007981314,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2850,null,true,2019-02-19,NORMAL,null,Anpartsselskab,false
Fam. Hansen Invest Holding ApS,Ø. Skibelundvej 47AAskov6600 Vejen,Vejen,null,39842904,famhanseninvest@gmail.com,4007768847,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,6600,null,true,2018-09-05,NORMAL,null,Anpartsselskab,false
AHKL Invest ApS,Hyacintvej 124690 Haslev,Haslev,null,41780142,null,4008613939,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,4690,null,true,2020-10-19,NORMAL,null,Anpartsselskab,false
RAFAL SCAFFOLDING LTD UK FILIAL,Rosenørns Alle 31, st. 21970 Frederiksberg C,Frederiksberg C,null,43778870,rafal@scandinaviancontractor.com,4009526379,virksomhed,false,false,false,false,411000 Gennemførelse af byggeprojekter,,1970,null,true,2023-01-16,NORMAL,null,Filial af udenlandsk aktieselskab, kommanditakties,false
JALH Holding ApS,Hyldebakken 20Kulhuse3630 Jægerspris,Jægerspris,null,42672467,null,4009000798,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,3630,null,true,2021-09-13,NORMAL,null,Anpartsselskab,false
Akku ApS,Grysgårdsvej 102400 København NV,København NV,null,44054329,mdo@akku.dk,4009668563,virksomhed,false,false,false,false,702200 Virksomhedsrådgivning og anden rådgivning om driftsledelse,,2400,null,true,2023-05-12,NORMAL,51943453,Anpartsselskab,false
Sand Isager ApS,Højagerparken 448471 Sabro,Sabro,null,42524042,null,4008939399,virksomhed,false,false,false,false,642010 Finansielle holdingselskaber,,8471,null,true,2021-07-05,NORMAL,null,Anpartsselskab,false
Agerkilde Holding ApS,Skolestræde 18800 Viborg,Viborg,null,42440302,michael@agerkilde.com,4008900885,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8800,null,true,2021-06-03,NORMAL,20881800,Anpartsselskab,false
Grøntved Holding ApS,Græsmosevej 5Ramløse3200 Helsinge,Helsinge,null,38267035,null,4006745538,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,3200,null,true,2016-11-30,NORMAL,null,Anpartsselskab,false
L.G.S. HOLDING VIBORG ApS,C/O HELIJA EjendommeByvej 1A8543 Hornslet,Hornslet,C/O HELIJA Ejendomme,29307024,null,4001560894,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8543,null,true,2006-01-11,NORMAL,70267266,Anpartsselskab,false
Mette 54 ApS,Sprogøvej 207680 Thyborøn,Thyborøn,null,39604191,null,4007657834,virksomhed,false,false,false,false,649900 Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.,,7680,null,true,2018-05-30,NORMAL,null,Anpartsselskab,false
N.V.S. HOLDING ApS,Postgade 73740 Svaneke,Svaneke,null,21678740,null,4001081552,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,3740,null,false,1999-04-16,NORMAL,null,Anpartsselskab,false
Onboard Holding ApS,C/O Create Media ApSHelge Nielsens Alle 78723 Løsning,Løsning,C/O Create Media ApS,40477063,Christian@createmedia.dk,4008069498,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8723,null,true,2019-04-26,NORMAL,20180306,Anpartsselskab,false
Rika Ejendomme ApS,C/O Kasper Moberg Kjer JespersenKorsvejs Alle 32Strib5500 Middelfart,Middelfart,C/O Kasper Moberg Kjer Jespersen,41155523,null,4008359114,virksomhed,false,false,false,false,682030 Anden udlejning af boliger,,5500,null,true,2020-02-10,NORMAL,null,Anpartsselskab,false
Ny Taxi ApS,Åfløjen 40, st. th2700 Brønshøj,Brønshøj,null,44050234,null,4009666679,virksomhed,false,false,false,false,493200 Taxikørsel,,2700,null,true,2023-05-11,NORMAL,null,Anpartsselskab,false
ENTHRI Holding ApS,Gammel Kalkbrænderi Vej 58, 3. tv2100 København Ø,København Ø,null,43307983,null,4009286766,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2100,null,true,2022-06-06,NORMAL,null,Anpartsselskab,false
02022020 ApS,Vrøndingvej 28700 Horsens,Horsens,null,41349840,null,4008440045,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8700,null,true,2020-05-06,NORMAL,31631600,Anpartsselskab,false
LocalScore Holding ApS,C/O Michael Hviid LarsenNørrevangen 8Skt Klemens5260 Odense S,Odense S,C/O Michael Hviid Larsen,41483865,null,4008496175,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,5260,null,true,2020-07-01,NORMAL,null,Anpartsselskab,false
Melcher Jylland Holding ApS,Klirevej 86500 Vojens,Vojens,null,42294179,null,4008834676,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,6500,null,true,2021-04-06,NORMAL,null,Anpartsselskab,false
EL-HJØRNET HOLDING ApS,Godthåbsvej 572000 Frederiksberg,Frederiksberg,null,32274471,null,4001751516,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2000,null,false,2009-06-29,NORMAL,null,Anpartsselskab,false
Theede Andersen Holding ApS,Skanderborgvej 818680 Ry,Ry,null,43661280,null,4009455157,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8680,null,false,2022-11-23,NORMAL,null,Anpartsselskab,false
RPC HOLDING ApS,C/O Christian Bjerg MammenMosebuen 322820 Gentofte,Gentofte,C/O Christian Bjerg Mammen,29448868,null,3733689,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2820,null,false,2006-04-07,NORMAL,null,Anpartsselskab,false
T.P. HOLDING AF 2008 ApS,C/O Torben PetersenScherfigsvej 25, st. th2100 København Ø,København Ø,C/O Torben Petersen,32077005,null,4001730942,virksomhed,false,false,false,false,649900 Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.,,2100,null,false,2009-03-10,NORMAL,22463775,Anpartsselskab,false
HTL Montage ApS,Søllerød Park 19, 1. 9Søllerød2840 Holte,Holte,null,42219878,null,4008801070,virksomhed,false,false,false,false,432100 El-installation,,2840,null,true,2021-03-15,NORMAL,null,Anpartsselskab,false
SS Food Holding ApS,Nymarks Vænge 144000 Roskilde,Roskilde,null,43170066,null,4009225313,virksomhed,false,false,false,false,811000 Kombinerede serviceydelser,,4000,null,false,2022-04-01,NORMAL,null,Anpartsselskab,false
TEAMGYM.DK ApS,Allikevej 104100 Ringsted,Ringsted,null,25515056,null,4002019665,virksomhed,false,false,false,false,476410 Forhandlere af sports- og campingudstyr,,4100,null,false,2013-12-10,NORMAL,null,Anpartsselskab,false
Kappel Group ApS,Langebæksgade 1, 1.7900 Nykøbing M,Nykøbing M,null,42238317,null,4008809278,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,7900,null,true,2021-03-21,NORMAL,22224453,Anpartsselskab,false
Peyman Taxa ApS,Toftekær 155471 Søndersø,Søndersø,null,43649221,Peyman.j.75@gmail.com,4009448136,virksomhed,false,false,false,false,493200 Taxikørsel,,5471,null,false,2022-11-14,NORMAL,null,Anpartsselskab,false
Frandsens Entreprise ApS,Engelstrupvej 204571 Grevinge,Grevinge,null,43871404,null,4009577056,virksomhed,false,false,false,false,439990 Anden bygge- og anlægsvirksomhed, som kræver specialisering,,4571,null,true,2023-02-22,NORMAL,null,Anpartsselskab,false
Plant ApS,Vesterbrogade 164, st. 21800 Frederiksberg C,Frederiksberg C,null,42793736,null,4009057026,virksomhed,false,false,false,false,561010 Restauranter,,1800,null,true,2021-10-29,NORMAL,null,Anpartsselskab,false
Eden Holding ApS,Guldbærvej 198920 Randers NV,Randers NV,null,39924706,null,4007809026,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8920,null,false,2018-10-08,NORMAL,null,Anpartsselskab,false
SSBS ApS,Edvard Falcks Gade 4, 3. tv1569 København V,København V,null,41191015,null,4008371178,virksomhed,false,false,false,false,642010 Finansielle holdingselskaber,,1569,null,true,2020-02-17,NORMAL,null,Anpartsselskab,false
Stich Holding ApS,C/O Henning Egon StichNygade 94672 Klippinge,Klippinge,C/O Henning Egon Stich,38826182,null,4006976057,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,4672,null,true,2017-07-26,NORMAL,null,Anpartsselskab,false
HENRIK PAGH MORTENSEN HOLDING ApS,Liljekonvallen 20Mejrup7500 Holstebro,Holstebro,null,26454220,null,3053392,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,7500,null,false,2002-01-29,NORMAL,97412980,Anpartsselskab,false
Miaz Ejendomme ApS,Jernbanegade 24D, st.4690 Haslev,Haslev,null,43205358,Bicen_86@hotmail.com,4009240008,virksomhed,false,false,false,false,682030 Anden udlejning af boliger,,4690,null,false,2022-04-19,NORMAL,42755114,Anpartsselskab,false
Hakton Studios ApS,Hans Knudsens Plads 1A, 1. 62100 København Ø,København Ø,null,43526421,null,4009387965,virksomhed,false,false,false,false,479116 Detailhandel med tøj, sko, lædervarer, ure eller babyudstyr  via internet,,2100,null,true,2022-09-14,NORMAL,null,Anpartsselskab,false
KWINKEL HOLDING ApS,Rungsvej 487100 Vejle,Vejle,null,31368669,null,4001698187,virksomhed,false,false,false,false,649900 Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.,,7100,null,false,2008-04-09,NORMAL,null,Anpartsselskab,false
Ryggi Europe ApS,C/O Erhvervsstyrelsen, Dahlerups PakhusLangelinie Allé 172100 København Ø,København Ø,C/O Erhvervsstyrelsen, Dahlerups Pakhus,43812297,null,4009545299,virksomhed,false,false,false,false,325000 Fremstilling af medicinske og dentale instrumenter samt udstyr hertil,,2100,null,true,2023-01-23,NORMAL,null,Anpartsselskab,false
Lybækgård ApS,Vesterlindvej 377400 Herning,Herning,null,39215985,null,4007458923,virksomhed,false,false,false,false,014300 Avl af heste og dyr af hestefamilien,,7400,null,true,2018-01-05,NORMAL,null,Anpartsselskab,false
Tranekjær Aps,Maribovej 1014900 Nakskov,Nakskov,null,43469355,null,4009361427,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,4900,null,true,2022-08-15,NORMAL,null,Anpartsselskab,false
KGA96 Holding ApS,Bertel Nielsens Vej 6, 1. th7100 Vejle,Vejle,null,42568929,null,4008959408,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,7100,null,true,2021-07-27,NORMAL,22995226,Anpartsselskab,false
Morquino ApS,Valby Langgade 302500 Valby,Valby,null,37696080,null,4006538948,virksomhed,false,false,false,false,563000 Cafeér, værtshuse, diskoteker mv.,,2500,null,true,2016-05-11,NORMAL,null,Anpartsselskab,false
Rene Aagaard Holding ApS,C/O René AagaardOslogade 3L8200 Aarhus N,Aarhus N,C/O René Aagaard,39860589,ra@dwpartners.dk,4007777011,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8200,null,true,2018-09-12,NORMAL,27107405,Anpartsselskab,false
KB Udlejning ApS,Ollingvej 10Sdr Hygum6630 Rødding,Rødding,null,41449969,null,4008481528,virksomhed,false,false,false,false,681000 Køb og salg af egen fast ejendom,,6630,null,true,2020-06-11,NORMAL,null,Anpartsselskab,false
A.T Holding ApS,Sydmarken 20Lading8471 Sabro,Sabro,null,42511463,null,4008932268,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8471,null,true,2021-06-28,NORMAL,null,Anpartsselskab,false
Måms Filibaba ApS,Tømmerhaven 48250 Egå,Egå,null,42436836,null,4008899261,virksomhed,false,false,false,false,563000 Cafeér, værtshuse, diskoteker mv.,,8250,null,true,2021-06-02,NORMAL,null,Anpartsselskab,false
FSFH HOLDING ApS,Olgas Alle 2AVonsild6000 Kolding,Kolding,null,33883986,null,4001881405,virksomhed,false,false,false,false,683210 Administration af fast ejendom på kontraktbasis,,6000,null,false,2011-09-12,NORMAL,null,Anpartsselskab,false
CANYC HOLDING ApS,C/O Casper Nygaard ChristensenHavgårdsvej 398240 Risskov,Risskov,C/O Casper Nygaard Christensen,35240748,c.nygaard.christensen@gmail.com,5877108,virksomhed,false,false,false,false,702200 Virksomhedsrådgivning og anden rådgivning om driftsledelse,,8240,null,false,2013-05-14,NORMAL,21770556,Anpartsselskab,false
Lyngsø invest ApS,Pileurten 105450 Otterup,Otterup,null,41275340,lyngsoeinvest@gmail.com,4008408654,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,5450,null,true,2020-04-01,NORMAL,20888710,Anpartsselskab,false
tsjsylvester ApS,Nakskovvej 13, st. tv2500 Valby,Valby,null,41944293,null,4008679943,virksomhed,false,false,false,false,649900 Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.,,2500,null,true,2020-12-11,NORMAL,null,Anpartsselskab,false
Chodzyn Holding ApS,Skovparken 128732 Hovedgård,Hovedgård,null,43050567,null,4009171028,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8732,null,false,2022-02-10,NORMAL,null,Anpartsselskab,false
Fitness Konge ApS,Lærkevej 11A8240 Risskov,Risskov,null,42807044,null,4009062657,virksomhed,false,false,false,false,479115 Detailhandel med hobbyartikler, musikinstrumenter, sportsudstyr, legetøj, cykler via internet,,8240,null,false,2021-11-03,NORMAL,null,Anpartsselskab,false
Preisel Holding ApS,Stokkebjergvej 21Bråde Overdr4500 Nykøbing Sj,Nykøbing Sj,null,40179488,holding@preisel.com,4007934512,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,4500,null,true,2019-01-14,NORMAL,45828084,Anpartsselskab,false
Dino Kimsesiz Holding ApS,H.C. Ørsteds Vej 34, st. tv1879 Frederiksberg C,Frederiksberg C,null,41647124,null,4008561581,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,1879,null,true,2020-09-03,NORMAL,null,Anpartsselskab,false
